poř.,titul,titul orig.,distributor,formát,premiéra,produkce,předst.,diváci,tržby,předst._celkem,diváci_celkem,tržby_celkem,rok,předst,předst_celkem,číslo,úprava,kopií,čisté tržby,pořadí,český název,orig. název,země,diváků,čistá tržba,titul cz,titul orig,prod
,,,Bontonfilm,,2008-03-20 00:00:00,,4240,,,,,,2008,,,,,30,,39,Kronika rodu Spiderwicků,"Spiderwick Chronicles, The",US,86535,7912690,,,
,,,Warner Bros,,2008-03-13 00:00:00,,3681,,,,,,2008,,,,,35,,40,10 000 př. n. l.,"10,000 B.C.",US,85669,9375145,,,
,,,Bontonfilm,,2007-10-25 00:00:00,,1483,,,,,,2008,,,,,10,,41,Once,Once,IR,84200,5948000,,,
,,,Cinemart,,2008-04-24 00:00:00,,2703,,,,,,2008,,,,,21,,42,Karamazovi,Karamazovi,CZ,81103,6149640,,,
,,,Bontonfilm,,2008-09-18 00:00:00,,3529,,,,,,2008,,,,,22,,43,Tropická bouře,Tropic Thunder,US,78978,8770920,,,
,,,Bontonfilm,,2008-01-03 00:00:00,,2417,,,,,,2008,,,,,24,,44,Americký gangster,American Gangster,US,76802,8870869,,,
,,,Warner Bros,,2007-12-13 00:00:00,,2843,,,,,,2008,,,,,44,,45,Zlatý kompas,His Dark Materials: The Golden Compass,US,75837,6354277,,,
,,,Warner Bros,,2008-02-07 00:00:00,,2466,,,,,,2008,,,,,19,,46,Sweeney Todd,Sweeney Todd,US,75825,8278098,,,
,,,SPI,,2008-11-27 00:00:00,,1913,,,,,,2008,,,,,26,,47,Stmívání,Twilight,US,75377,6883486,,,
,,,Falcon,,2008-11-27 00:00:00,,1944,,,,,,2008,,,,,25,,48,Hlídač č. 47,Hlídač č. 47,CZ,73963,6562883,,,
,,,Bontonfilm,,2008-12-11 00:00:00,,1697,,,,,,2008,,,,,31,,49,"Den, kdy se zastavila Země","Day the Earth Stood Still, The",US,71722,4700282,,,
,,,Bontonfilm,,2008-01-31 00:00:00,,2169,,,,,,2008,,,,,15,,50,Pokání,Atonement,BR,70163,7255285,,,
,Vratné lahve,Vratné lahve,Falcon,,2007-03-08 00:00:00,,16344,1254282,124319332,,,,2007,,,,,40,,1,,,CZ,,,,,
,Obsluhoval jsem anglického krále,Obsluhoval jsem anglického krále,Bioscop/Magic Box,,2006-12-19 00:00:00,,10135,849078,81269256,,,,2007,,,,,40,,2,,,CZ,,,,,
,Shrek Třetí,Shrek the Third,Bontonfilm,,2007-06-14 00:00:00,,10416,712703,62371742,,,,2007,,,,,41,,3,,,US,,,,,
,Harry Potter a Fénixův řád,Harry Potter and the Order of the Phoenix,Warner Bros,,2007-07-19 00:00:00,,9375,686905,68719452,,,,2007,,,,,40,,4,,,BR,,,,,
,Gympl,Gympl,Falcon,,2007-09-27 00:00:00,,8237,464769,45435637,,,,2007,,,,,38,,5,,,CZ,,,,,
,Simpsonovi ve filmu,Simpsons,Bontonfilm,,2007-07-26 00:00:00,,8806,451874,43267632,,,,2007,,,,,35,,6,,,US,,,,,
,Medvídek,Medvídek,Falcon,,2007-09-06 00:00:00,,8544,440135,46605489,,,,2007,,,,,38,,7,,,CZ,,,,,
,Piráti z Karibiku - Na konci světa,Pirates of the Caribbean: At Worlds End,Falcon,,2007-05-24 00:00:00,,7678,437108,44895241,,,,2007,,,,,43,,8,,,US,,,,,
,Ratatouille,Ratatouille,Falcon,,2007-09-13 00:00:00,,7559,348807,32083659,,,,2007,,,,,37,,9,,,US,,,,,
,Bestiář,Bestiář,Bioscop/Magic Box,,2007-04-19 00:00:00,,6440,265056,26641440,,,,2007,,,,,35,,10,,,CZ,,,,,
,Roming,Roming,Falcon,,2007-05-31 00:00:00,,5889,219153,23037789,,,,2007,,,,,30,,11,,,CZ,,,,,
,Spider-Man 3,Spider-Man 3,Falcon,,2007-05-03 00:00:00,,5247,203595,19620826,,,,2007,,,,,40,,12,,,US,,,,,
,Noc v muzeu,Night at the Museum,Bontonfilm,,2007-01-18 00:00:00,,5237,194209,18494253,,,,2007,,,,,29,,13,,,US,,,,,
,Prázdniny pana Beana,Mr. Bean's Holiday,Bontonfilm,,2007-03-29 00:00:00,,6242,190162,18433114,,,,2007,,,,,36,,14,,,BR,,,,,
,Goyovy přízraky,Goya's Ghosts,Hollywood,,2007-02-01 00:00:00,,4552,182263,18379710,,,,2007,,,,,25,,15,,,SP,,,,,
,300: Bitva u Thermopyl,300,Warner Bros,,2007-03-22 00:00:00,,4168,181981,19167737,,,,2007,,,,,28,,16,,,US,,,,,
,Václav,Václav,Pragofilm/SPI,,2007-12-06 00:00:00,,2375,160197,12424524,,,,2007,,,,,32,,17,,,CZ,,,,,
,Edith Piaf,"Môme, La",Bioscop/Magic Box,,2007-06-14 00:00:00,,2810,155124,14364210,,,,2007,,,,,18,,18,,,FR,,,,,
,Tajnosti,Tajnosti,Bontonfilm,,2007-05-17 00:00:00,,4675,150088,14522653,,,,2007,,,,,20,,19,,,CZ,,,,,
,Kvaska,Kvaska,Hollywood,,2007-02-22 00:00:00,,3079,141621,12047061,,,,2007,,,,,30,,20,,,CZ,,,,,
,Divoké vlny,Surf's Up,Falcon,,2007-08-09 00:00:00,,4104,139501,11867715,,,,2007,,,,,24,,21,,,US,,,,,
,Maharal - Tajemství talismanu,Maharal - Tajemství talismanu,Bontonfilm,,2007-02-15 00:00:00,,3341,113483,7790508,,,,2007,,,,,25,,22,,,CZ,,,,,
,Transformers,Transformers,Bontonfilm,,2007-08-16 00:00:00,,3774,106830,11130498,,,,2007,,,,,36,,23,,,US,,,,,
,Eragon,Eragon,Bontonfilm,,2006-12-14 00:00:00,,3510,105160,8582931,,,,2007,,,,,36,,24,,,US,,,,,
,Hvězdný prach,Stardust,Bontonfilm,,2007-09-27 00:00:00,,3779,102450,10036208,,,,2007,,,,,27,,25,,,US,,,,,
,Spláchnutej,Flushed Away,Bontonfilm,,2006-11-30 00:00:00,,2638,97792,7137824,,,,2007,,,,,31,,26,,,US,,,,,
,Dannyho parťáci 3,Ocean's Thirteen,Warner Bros,,2007-07-05 00:00:00,,3716,97586,11086461,,,,2007,,,,,28,,27,,,US,,,,,
,Smrtonosná past 4.0,Die Hard 4.0,Bontonfilm,,2007-06-28 00:00:00,,3966,97081,10751694,,,,2007,,,,,31,,28,,,US,,,,,
,Babel,Babel,Bioscop/Magic Box,,2007-02-22 00:00:00,,2100,88373,9118091,,,,2007,,,,,15,,29,,,US,,,,,
,Pan Včelka,Bee Movie,Bontonfilm,,2007-12-06 00:00:00,,2341,87993,5791916,,,,2007,,,,,31,,30,,,US,,,,,
,Poslední plavky,Poslední plavky,Bioscop/Magic Box,,2007-11-08 00:00:00,,3648,86885,8661565,,,,2007,,,,,31,,31,,,CZ,,,,,
,Lovecká sezóna,Open Season,Falcon,,2006-11-23 00:00:00,,1917,84939,7546475,,,,2007,,,,,26,,32,,,US,,,,,
,Chyťte doktora,Chyťte doktora,Bontonfilm,,2007-11-29 00:00:00,,1939,81565,6537475,,,,2007,,,,,21,,33,,,CZ,,,,,
,Zlatý kompas,His Dark Materials: The Golden Compass,Warner Bros,,2007-12-13 00:00:00,,2314,81133,8147945,,,,2007,,,,,44,,34,,,US,,,,,
,Královna Alžběta: Zlatý věk,"Golden Age, The",Bontonfilm,,2007-11-22 00:00:00,,1891,79555,6746549,,,,2007,,,,,21,,35,,,BR,,,,,
,Past na žraloka,Shark Bait,Blue Sky Film,,2007-02-22 00:00:00,,2391,76349,6121287,,,,2007,,,,,25,,36,,,US,,,,,
,Beowulf,Beowulf,Warner Bros,,2007-11-29 00:00:00,,1858,70213,7393873,,,,2007,,,,,28,,37,,,US,,,,,
,Bourneovo ultimátum,"Bourne Ultimatum, The",Bontonfilm,,2007-08-30 00:00:00,,2729,66474,7477731,,,,2007,,,,,20,,38,,,US,,,,,
,Apocalypto,Apocalypto,Bioscop/Magic Box,,2007-01-25 00:00:00,,2240,66190,6554098,,,,2007,,,,,28,,39,,,US,,,,,
,Královna,"Queen, The",SPI,,2007-02-15 00:00:00,,1970,62630,5975389,,,,2007,,,,,13,,40,,,BR,,,,,
,Saw 3,Saw III,Hollywood,,2007-01-04 00:00:00,,2223,61518,6557032,,,,2007,,,,,18,,41,,,US,,,,,
,Most do země Terabithia,Bridge to Terabithia,SPI,,2007-03-15 00:00:00,,2511,61121,5198863,,,,2007,,,,,30,,42,,,US,,,,,
,Pokoj 1408,1408,Palace Pictures,,2007-10-11 00:00:00,,1590,59578,6366025,,,,2007,,,,,12,,43,,,US,,,,,
,Once,Once,Bontonfilm,,2007-10-25 00:00:00,,1317,58520,5584624,,,,2007,,,,,10,,44,,,IR,,,,,
,Pusinky,Pusinky,Hollywood,,2007-04-05 00:00:00,,2640,58457,4809319,,,,2007,,,,,25,,45,,,CZ,,,,,
,Hannibal - Zrození,Hannibal Rising,SPI,,2007-02-22 00:00:00,,1860,57480,6409463,,,,2007,,,,,20,,46,,,FR,,,,,
,Happy Feet,Happy Feet,Warner Bros,,2006-12-07 00:00:00,,1465,53990,3191860,,,,2007,,,,,25,,47,,,US,,,,,
,Artur a Minimojové,Arthur and the Minimoys,Bioscop/Magic Box,,2007-03-08 00:00:00,,1952,53312,4002854,,,,2007,,,,,18,,48,,,FR,,,,,
,Next,Next,Hollywood,,2007-08-02 00:00:00,,2292,52957,6136851,,,,2007,,,,,25,,49,,,US,,,,,
,Robinsonovi,Meet the Robinsons,Falcon,,2007-04-05 00:00:00,,2534,52197,3829056,,,,2007,,,,,24,,50,,,US,,,,,
1,Účastníci zájezdu,Účastníci zájezdu,Falcon,,2006-04-20 00:00:00,CZ,,788126,76313372,,,,2006,12463,,,,34,,,,,,,,,,
2,Rafťáci,Rafťáci,Falcon,,2006-03-09 00:00:00,CZ,,692447,66381212,,,,2006,10004,,,,34,,,,,,,,,,
3,Doba ledová 2 - Obleva,Ice Age - The Meltdown,Bontonfilm,,2006-04-06 00:00:00,US,,674005,57985406,,,,2006,11493,,,,37,,,,,,,,,,
4,Jak se krotí krokodýli,Jak se krotí krokodýli,Falcon,,2006-01-12 00:00:00,CZ,,608865,50032836,,,,2006,8433,,,,35,,,,,,,,,,
5,Piráti z Karibiku: Truhla mrtvého muže,Pirates of the Caribbean 2: Dead Man's Chest,Falcon,,2006-08-03 00:00:00,US,,572579,58741201,,,,2006,8167,,,,39,,,,,,,,,,
6,Šifra mistra Leonarda,"Da Vinci Code, The",Falcon,,2006-05-18 00:00:00,US,,527167,53161672,,,,2006,8959,,,,41,,,,,,,,,,
7,Auta,Cars,Falcon,,2006-07-13 00:00:00,US,,311047,26295507,,,,2006,7793,,,,38,,,,,,,,,,
8,Kráska v nesnázích,Kráska v nesnázích,Falcon,,2006-09-07 00:00:00,CZ,,296685,30409382,,,,2006,7496,,,,35,,,,,,,,,,
9,"Letopisy Narnie: Lev, čarodějnice a skříň","Chronicles of Narnia: The Lion, the Witch & the Wardrobe, The",Falcon,,2006-01-05 00:00:00,US,,290786,26813028,,,,2006,5964,,,,35,,,,,,,,,,
10,Harry Potter a Ohnivý pohár,Harry Potter and the Goblet of Fire,Warner Bros,,2005-12-01 00:00:00,US,,239675,18485390,,,,2006,4257,,,,38,,,,,,,,,,
11,Casino Royale,Casino Royale,Falcon,,2006-11-16 00:00:00,US,,229898,23198503,,,,2006,3953,,,,36,,,,,,,,,,
12,Garfield 2,Garfield: A Tail of Two Kitties,Bontonfilm,,2006-08-10 00:00:00,US,,229269,19158547,,,,2006,5934,,,,31,,,,,,,,,,
13,Prachy dělaj člověka,Prachy dělaj člověka,Magic Box,,2006-09-28 00:00:00,CZ,,207531,20745623,,,,2006,5896,,,,48,,,,,,,,,,
14,Ro©k podvraťáků,Ro©k podvraťáků,Falcon,,2006-11-02 00:00:00,CZ,,200082,19531172,,,,2006,5280,,,,35,,,,,,,,,,
15,Za plotem,Over the Hedge,Bontonfilm,,2006-06-15 00:00:00,US,,145818,11846822,,,,2006,6262,,,,33,,,,,,,,,,
16,Borat,Borat,Bontonfilm,,2006-11-23 00:00:00,US,,142186,12703939,,,,2006,3080,,,,12,,,,,,,,,,
17,Zkrocená hora,Brokeback Mountain,Magic Box,,2006-03-02 00:00:00,US,,109265,10726834,,,,2006,2676,,,,24,,,,,,,,,,
18,Pýcha a předsudek,Pride and Prejudice,Bontonfilm,,2006-01-26 00:00:00,BR,,106578,10231047,,,,2006,2604,,,,12,,,,,,,,,,
19,Spláchnutej,Flushed Away,Bontonfilm,,2006-11-30 00:00:00,US,,105410,7935668,,,,2006,2537,,,,31,,,,,,,,,,
20,Rychle a zběsile: Tokijská jízda,"Fast and the Furious: Tokyo Drift, The",Bontonfilm,,2006-07-20 00:00:00,US,,98824,9496122,,,,2006,3294,,,,22,,,,,,,,,,
21,Asterix a Vikingové,Astérix et les Vikings,SPI,,2006-10-26 00:00:00,FR,,97639,9270544,,,,2006,2957,,,,25,,,,,,,,,,
22,Eragon,Eragon,Bontonfilm,,2006-12-14 00:00:00,US,,92649,9805120,,,,2006,2215,,,,36,,,,,,,,,,
23,Ďábel nosí Pradu,"Devil Wears Prada, The",Bontonfilm,,2006-10-26 00:00:00,US,,88680,9542948,,,,2006,2529,,,,18,,,,,,,,,,
24,Mravenčí polepšovna,"Ant Bully, The",Warner Bros,,2006-09-28 00:00:00,US,,88405,8748077,,,,2006,2665,,,,22,,,,,,,,,,
25,Karcoolka,Hoodwinked! The True Story of Red Riding Hood,SPI,,2006-03-02 00:00:00,US,,84896,7169502,,,,2006,3019,,,,24,,,,,,,,,,
26,Panic je nanic,Panic je nanic,Magic Box,,2006-01-26 00:00:00,CZ,,82742,7147009,,,,2006,2868,,,,25,,,,,,,,,,
27,Anděl Páně,Anděl Páně,Warner Bros,,2005-11-03 00:00:00,CZ,,80047,3664653,,,,2006,1378,,,,25,,,,,,,,,,
28,Scary Movie 4,Scary Movie 4,Falcon,,2006-06-08 00:00:00,US,,79912,7076797,,,,2006,4012,,,,21,,,,,,,,,,
29,Gejša,Memoirs of a Geisha,Falcon,,2006-02-16 00:00:00,US,,78967,8092769,,,,2006,2118,,,,13,,,,,,,,,,
30,Lovecká sezóna,Open Season,Falcon,,2006-11-23 00:00:00,US,,77285,7604373,,,,2006,2162,,,,26,,,,,,,,,,
31,Divočina,"Wild, The",Falcon,,2006-05-11 00:00:00,US,,76656,6059337,,,,2006,3696,,,,24,,,,,,,,,,
32,King Kong,King Kong,Bontonfilm,,2005-12-15 00:00:00,US,,74780,7559394,,,,2006,2724,,,,36,,,,,,,,,,
33,Let's Dance,Step Up,SPI,,2006-08-17 00:00:00,US,,73948,6918793,,,,2006,2589,,,,18,,,,,,,,,,
34,Silent Hill,Silent Hill,Hollywood,,2006-06-29 00:00:00,JAP,,72202,6699784,,,,2006,2756,,,,20,,,,,,,,,,
35,Fimfárum 2,Fimfárum 2,Falcon,,2006-02-23 00:00:00,CZ,,72146,5586571,,,,2006,2910,,,,23,,,,,,,,,,
36,Růžový panter,"Pink Panther, the",Bontonfilm,,2006-03-09 00:00:00,US,,72117,7936306,,,,2006,3235,,,,20,,,,,,,,,,
37,Hostel,Hostel,Falcon,,2006-02-23 00:00:00,US,,72111,7713412,,,,2006,2358,,,,17,,,,,,,,,,
38,Let číslo 93,United 93,Bontonfilm,,2006-08-24 00:00:00,FR,,66807,6885359,,,,2006,2324,,,,14,,,,,,,,,,
39,Miami Vice,Miami Vice,Bontonfilm,,2006-08-17 00:00:00,US,,66629,7248097,,,,2006,2978,,,,25,,,,,,,,,,
40,Mnichov,Munich,Bontonfilm,,2006-02-02 00:00:00,US,,65441,7005234,,,,2006,1848,,,,15,,,,,,,,,,
41,Grandhotel,Grandhotel,Bontonfilm,,2006-10-12 00:00:00,CZ,,65274,6040927,,,,2006,3348,,,,35,,,,,,,,,,
42,Mission: Impossible III,Mission: Impossible III,Bontonfilm,,2006-05-04 00:00:00,US,,61655,6528752,,,,2006,3795,,,,33,,,,,,,,,,
43,X Men: Poslední vzdor ,X Men: The Last Stand,Bontonfilm,,2006-05-25 00:00:00,US,,60626,5970355,,,,2006,3291,,,,25,,,,,,,,,,
44,Potomci lidí,"Children of Men, The",Bontonfilm,,2006-11-09 00:00:00,BR,,59338,6003037,,,,2006,1862,,,,20,,,,,,,,,,
45,Experti,Experti,Bontonfilm,,2006-02-09 00:00:00,CZ,,59008,4845892,,,,2006,2740,,,,25,,,,,,,,,,
46,Strašpytlík,Chicken Little,Falcon,,2005-11-10 00:00:00,US,,57176,3272071,,,,2006,1512,,,,25,,,,,,,,,,
47,Klik - život na dálkové ovládání,Click,Falcon,,2006-09-21 00:00:00,US,,55230,5933475,,,,2006,2484,,,,18,,,,,,,,,,
48,Rozchod,"Break Up, The",Bontonfilm,,2006-08-31 00:00:00,US,,53028,5617391,,,,2006,2379,,,,17,,,,,,,,,,
49,Happy Feet,Happy Feet,Warner Bros,,2006-12-07 00:00:00,US,,51318,3334287,,,,2006,1387,,,,25,,,,,,,,,,
50,Parfém: Příběh vraha,Perfume: The Story of a Murderer,SPI,,2006-11-30 00:00:00,GER,,51255,4276355,,,,2006,1300,,,,25,,,,,,,,,,
1,,Roman pro zeny,Bioscop,,2005-04-14 00:00:00,,11600,550670,52038575,,,,2005,,,,,38,,,,,CZ,,,Román pro ženy,,
2,,Harry Potter and the Goblet of Fire,Warner Bros,,2005-12-01 00:00:00,,4309,467182,48416513,,,,2005,,,,,38,,,,,US,,,Harry Potter a Ohnivý pohár,,
3,,Madagascar,Bontonfilm,,2005-06-16 00:00:00,,8739,394328,32074974,,,,2005,,,,,30,,,,,US,,,Madagaskar,,
4,,Star Wars: Episode III - Revenge of the Sith,Bontonfilm,,2005-05-19 00:00:00,,6203,273676,27021530,,,,2005,,,,,36,,,,,US,,,Star Wars: Epizoda III - Pomsta Sithů,,
5,,War of the Worlds,Bontonfilm,,2005-06-29 00:00:00,,5758,256857,25753999,,,,2005,,,,,34,,,,,US,,,Válka světů,,
6,,Mr. and Mrs. Smith,Bontonfilm,,2005-08-11 00:00:00,,4961,233190,22822613,,,,2005,,,,,25,,,,,US,,,Mr. and Mrs. Smith,,
7,,Pribehy obycejneho silenstvi,Bioscop,,2005-02-24 00:00:00,,6302,225911,22553039,,,,2005,,,,,34,,,,,CZ,,,Příběhy obyčejného šílenství,,
8,,Doblba,Bontonfilm,,2005-09-29 00:00:00,,5334,212728,20713893,,,,2005,,,,,31,,,,,CZ,,,Doblba,,
9,,Alexander,SPI,,2005-01-13 00:00:00,,3743,206069,21106991,,,,2005,,,,,32,,,,,US,,,Alexander Veliký,,
10,,Kamenak 3,Prospero,,2005-01-13 00:00:00,,4893,201471,19444147,,,,2005,,,,,36,,,,,CZ,,,Kameňák 3,,
11,,Stesti,Bontonfilm,,2005-09-15 00:00:00,,4580,189328,17861912,,,,2005,,,,,21,,,,,CZ,,,Štěstí,,
12,,Snowboardaci,Falcon,,2004-11-04 00:00:00,,3714,150136,11928961,,,,2005,,,,,20,,,,,CZ,,,Snowboarďáci,,
13,,Sin City,SPI,,2005-07-21 00:00:00,,3864,147447,14837688,,,,2005,,,,,24,,,,,US,,,Sin City,,
14,,Sametovi vrazi,Bontonfilm,,2005-01-27 00:00:00,,3389,145626,14210919,,,,2005,,,,,23,,,,,CZ,,,Sametoví vrazi,,
15,,Kingdom of Heaven,Bontonfilm,,2005-05-05 00:00:00,,4449,141010,13363486,,,,2005,,,,,30,,,,,US,,,Království nebeské,,
16,,"Incredibles, the",Falcon,,2004-11-25 00:00:00,,3424,137652,8616698,,,,2005,,,,,33,,,,,US,,,Úžasňákovi,,
17,,"Untergang, Der",Bontonfilm,,2005-03-31 00:00:00,,2662,127089,11004022,,,,2005,,,,,11,,,,,GER,,,Pád Třetí říše,,
18,,Skritek,Warner Bros,,2005-03-17 00:00:00,,4200,117993,10698692,,,,2005,,,,,30,,,,,CZ,,,Skřítek,,
19,,Charlie and the Chocolate Factory,Warner Bros,,2005-08-18 00:00:00,,3595,114620,9350651,,,,2005,,,,,23,,,,,US,,,Karlík a továrna na čokoládu,,
20,,Around the World in 80 Days,SPI,,2005-01-27 00:00:00,,2820,112566,9332348,,,,2005,,,,,18,,,,,US,,,Cesta kolem světa za 80 dní,,
21,,"Aviator, The",Bioscop,,2005-02-10 00:00:00,,2939,112303,11420651,,,,2005,,,,,22,,,,,US,,,Letec,,
22,,"Brothers Grimm, The",SPI,,2005-11-10 00:00:00,,2747,110908,11442872,,,,2005,,,,,25,,,,,US,,,Kletba bratří Grimmů,,
23,,Andel Pane,Warner Bros,,2005-11-03 00:00:00,,2942,108091,9252802,,,,2005,,,,,25,,,,,CZ,,,Anděl Páně,,
24,,"Amityville Horror, The",SPI,,2005-08-18 00:00:00,,2184,106671,9529508,,,,2005,,,,,15,,,,,US,,,3:15 zemřeš,,
25,,National Treasure,Falcon,,2005-02-03 00:00:00,,3666,97161,10869925,,,,2005,,,,,35,,,,,US,,,Lovci pokladů,,
26,,Robots,Bontonfilm,,2005-03-17 00:00:00,,3969,95983,7728199,,,,2005,,,,,25,,,,,US,,,Roboti,,
27,,King Kong,Bontonfilm,,2005-12-15 00:00:00,,1979,93921,10646492,,,,2005,,,,,36,,,,,US,,,King Kong,,
28,,Ring 2,Bontonfilm,,2005-04-14 00:00:00,,3142,89079,7912064,,,,2005,,,,,21,,,,,US,,,Kruh 2,,
29,,"Hitchhiker's Guide to the Galaxy, The",Falcon,,2005-06-02 00:00:00,,2759,77248,7842852,,,,2005,,,,,15,,,,,US,,,Stopařův průvodce po Galaxii,,
30,,Chicken Little,Falcon,,2005-11-10 00:00:00,,2391,76312,6870297,,,,2005,,,,,25,,,,,US,,,Strašpytlík,,
31,,Pooh's Heffalump Movie,Falcon,,2005-02-17 00:00:00,,3014,76085,5513154,,,,2005,,,,,24,,,,,US,,,Slonisko a Medvídek Pú,,
32,,Shall We Dance?,SPI,,2005-03-17 00:00:00,,2901,75772,7779888,,,,2005,,,,,20,,,,,US,,,Smím prosit?,,
33,,Herbie: Fully Loaded,Falcon,,2005-08-25 00:00:00,,2861,75147,6422436,,,,2005,,,,,18,,,,,US,,,Můj auťák Brouk,,
34,,Hrubes a Mares jsou kamaradi do deste,Cinemart,,2005-10-13 00:00:00,,2960,69050,6479782,,,,2005,,,,,35,,,,,CZ,,,Hrubeš a Mareš jsou kamarádi do deště,,
35,,"Interpreter, The",Bontonfilm,,2005-05-26 00:00:00,,2646,68251,7213475,,,,2005,,,,,14,,,,,BR,,,Tlumočnice,,
36,,Bridget Jones: The Edge of Reason,Bontonfilm,,2004-11-18 00:00:00,,2214,67328,5570413,,,,2005,,,,,30,,,,,BR,,,Bridget Jonesová: S rozumem v koncích,,
37,,Constantine,Warner Bros,,2005-04-07 00:00:00,,2717,66530,6873012,,,,2005,,,,,21,,,,,US,,,Constantine,,
38,,Closer,Falcon,,2005-01-20 00:00:00,,2745,65806,7371449,,,,2005,,,,,18,,,,,US,,,Na dotek,,
39,,"Polar Express, The",Warner Bros,,2004-12-09 00:00:00,,1562,64830,6536900,,,,2005,,,,,21,,,,,US,,,Polární expres,,
40,,Ocean's Twelve,Warner Bros,,2004-12-16 00:00:00,,2413,63400,6741336,,,,2005,,,,,34,,,,,US,,,Dannyho parťáci 2,,
41,,Batman Begins,Warner Bros,,2005-07-14 00:00:00,,2697,62953,6454223,,,,2005,,,,,25,,,,,US,,,Batman začíná,,
42,,Hostage,Bioscop,,2005-07-07 00:00:00,,2447,59318,5848349,,,,2005,,,,,20,,,,,US,,,Rukojmí,,
43,,Meet the Fockers,Bontonfilm,,2005-03-03 00:00:00,,2630,57698,6343833,,,,2005,,,,,20,,,,,US,,,"Jeho fotr, to je lotr!",,
44,,Shark Tale ,Bontonfilm,,2004-10-14 00:00:00,,1034,56620,2423542,,,,2005,,,,,33,,,,,US,,,Příběh žraloka,,
45,,Milenci a vrazi,Bontonfilm,,2004-12-09 00:00:00,,1931,55661,4401668,,,,2005,,,,,25,,,,,CZ,,,Milenci a vrazi,,
46,,Fantastic Four,Bontonfilm,,2005-08-04 00:00:00,,2362,53290,4800572,,,,2005,,,,,16,,,,,US,,,Fantastická čtyřka,,
47,,Million Dollar Baby,Hollywood,,2005-03-03 00:00:00,,1932,52888,5741261,,,,2005,,,,,12,,,,,US,,,Million dollar baby,,
48,,"Wallace & Gromit: Curse of the Wererabbit, The",Bontonfilm,,2005-10-20 00:00:00,,2438,51922,5124292,,,,2005,,,,,21,,,,,BR,,,Wallace & Gromit: Prokletí králíkodlaka,,
49,,Aliens of the Deep,Falcon,,2005-09-08 00:00:00,,560,51397,6279628,,,,2005,,,,,1,,,,,US,,,Tajemné hlubiny 3D,,
50,,Horem padem,Falcon,,2004-09-16 00:00:00,,1116,51015,2172208,,,,2005,,,,,39,,,,,CZ,,,Horem pádem,,
1,Pán prstenů: Návrat krále,,Warner Bros,,2004-01-15 00:00:00,,,778852,80041452,,,,2004,7621,,,,,,,,,,,,,"Lord of the Rings:The  Return of the King, the",US
2,Harry Potter a vězeň z Azkabanu,,Warner Bros,,2004-06-10 00:00:00,,,703219,61694598,,,,2004,8070,,,,,,,,,,,,,Harry Potter and the Prisoner of Azkaban,US
3,Troja,,Warner Bros,,2004-05-13 00:00:00,,,608765,57254894,,,,2004,7386,,,,,,,,,,,,,Troy,US
4,Shrek 2,,Bontonfilm,,2004-07-08 00:00:00,,,588244,53824961,,,,2004,9803,,,,,,,,,,,,,Shrek 2,US
5,Horem pádem,,Falcon,,2004-09-16 00:00:00,,,555928,55311889,,,,2004,8106,,,,,,,,,,,,,Horem pádem,CZ
6,Snowboarďáci,,Falcon,,2004-11-04 00:00:00,,,484949,49512549,,,,2004,4696,,,,,,,,,,,,,Snowboarďáci,CZ
7,Jak básníci neztrácejí naději,,Falcon,,2004-01-22 00:00:00,,,407406,36568886,,,,2004,6894,,,,,,,,,,,,,Jak básníci neztrácejí naději,CZ
8,Kameňák 2,,Prospero,,2004-01-21 00:00:00,,,400848,33809902,,,,2004,5781,,,,,,,,,,,,,Kameňák 2,CZ
9,Hledá se Nemo,,Falcon,,2003-11-13 00:00:00,,,264091,14237226,,,,2004,4513,,,,,,,,,,,,,Finding Nemo,US
10,Spider-Man 2,,Falcon,,2004-07-22 00:00:00,,,236287,21212296,,,,2004,5567,,,,,,,,,,,,,Spider-Man II,US
11,Den poté,,Bontonfilm,,2004-05-27 00:00:00,,,232380,23911816,,,,2004,5925,,,,,,,,,,,,,Day after Tomorrow,US
12,Bridget Jonesová: S rozumem v koncích,,Bontonfilm,,2004-11-18 00:00:00,,,218182,23905252,,,,2004,3744,,,,,,,,,,,,,Bridget Jones: The Edge of Reason,BR
13,Garfield,,Bontonfilm,,2004-08-12 00:00:00,,,199989,18318069,,,,2004,4564,,,,,,,,,,,,,Garfield,US
14,Umučení Krista,,Bontonfilm,,2004-04-08 00:00:00,,,192197,18055429,,,,2004,3750,,,,,,,,,,,,,"Passion of the Christ, the",US
15,Kill Bill 2,,Bioscop,,2004-04-22 00:00:00,,,187384,19119752,,,,2004,4675,,,,,,,,,,,,,Kill Bill: Volume 2,US
16,Poslední samuraj,,Warner Bros,,2004-02-19 00:00:00,,,186467,19479753,,,,2004,4278,,,,,,,,,,,,,"Last Samurai, the",US
17,Medvědí bratři,,Falcon,,2004-02-19 00:00:00,,,177910,12386265,,,,2004,4030,,,,,,,,,,,,,Brother Bear,US
18,Příběh žraloka,,Bontonfilm,,2004-10-14 00:00:00,,,167190,15869944,,,,2004,4136,,,,,,,,,,,,,Shark Tale ,US
19,Želary,,Falcon,,2003-09-04 00:00:00,,,143958,8750259,,,,2004,2225,,,,,,,,,,,,,Želary,CZ
20,Vesnice,,Falcon,,2004-09-30 00:00:00,,,140908,13439650,,,,2004,3086,,,,,,,,,,,,,Village,US
