poř,min_poř,film,distributor,prod,formát,poč_týd,poč_kin,víkend_tržby,víkend_diváci,změna_v_%,poč_kin,min_týden_tržby,min_týden_diváci,celkem_tržby,celkem_diváci,rok,tyden
7,5,After: Tajemství ,BONTONFILM A.S.,USA,2D,4,49,734920,4525,-0.5217,83,1982837.41,12369,13380872.05,85661,2021,39
8,6,Tlapková patrola ve filmu,"CinemArt, a.s.",USA,2D,6,94,714285,5026,-0.5062,99,1623989.4,10778,20447117.4,136571,2021,39
9,7,Zhoubné zlo ,Vertical Entertainment s.r.o.,USA,2D,3,45,639062,3687,-0.3878,61,1340063,7860,3618430,21364,2021,39
10,19,100% vlk,BONTONFILM A.S.,AUS,2D,1,84,555202,3612,4.1676,17,107438,681,662640,4293,2021,39
11,10,Deníček moderního fotra,"CinemArt, a.s.",CZE,"2D, MP4",7,48,530413,3299,-0.224,80,972213,6414,18077112.2,116774,2021,39
12,9,Jedině Tereza,"CinemArt, a.s.",CZE,2D,3,78,374329.2,2385,-0.6059,132,1271618.94,8029,3855592.02,26047,2021,39
13,11,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"2D, BR, MP4",10,44,226452,1966,-0.398,74,480664,4092,23668799.4,169989,2021,39
14,12,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",10,41,203046,1416,-0.4088,47,379120,2770,14091880.46,94529,2021,39
15,,"Quo vadis, Aida?",AEROFILMS s.r.o.,BIH,2D,1,25,107680,700,,2,21892,428,194342,1547,2021,39
16,22,Luca,FALCON a.s.,USA,2D,15,23,105163,832,0.4219,12,100100,852,10240721.12,69041,2021,39
17,29,Králíček Petr bere do zaječích,FALCON a.s.,USA,2D,8,30,101864,791,1.2362,18,46102,366,7174772,49170,2021,39
18,13,Cesta domů,BONTONFILM A.S.,CZE,"2D, MP4",3,34,81285,510,-0.7329,99,425748,2728,1145829,8371,2021,39
19,142,Myši patří do nebe,"CinemArt, a.s.",CZE,2D,-2,32,75850,494,,1,0,143,96850,1041,2021,39
20,16,Expedice: Džungle,FALCON a.s.,USA,"2D, 3D",9,14,67034,405,-0.549,13,167861,967,10982054.54,66070,2021,39
1,2,Zátopek,FALCON a.s.,CZE,"2D, DB2",4,132,4175175.14,26084,0.0643,156,5842201.7,37053,42576356.94,272644,2021,38
2,1,Shang-Chi a legenda o deseti prstenech,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",3,82,3134717.83,18080,-0.2292,88,5194326.16,29575,15861355.51,92144,2021,38
3,4,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",8,124,2650830,17659,0.4024,149,2814467,19197,82993895.25,529219,2021,38
4,5,Mimi šéf: Rodinný podnik,"CinemArt, a.s.",USA,"2D, 3D",3,100,1935602.2,12803,0.1693,126,1829049,12345,7551599.67,50468,2021,38
5,3,After: Tajemství ,BONTONFILM A.S.,USA,2D,3,73,1536280.41,9530,-0.3582,84,3207956,20169,12199395.05,78297,2021,38
6,8,Tlapková patrola ve filmu,"CinemArt, a.s.",USA,2D,5,97,1446375,9664,0.2591,95,1302497,8605,19555218,130431,2021,38
7,7,Zhoubné zlo ,Vertical Entertainment s.r.o.,USA,2D,2,55,1043786,6128,-0.1406,94,1587940,9513,2683091,15945,2021,38
8,9,Free Guy,FALCON a.s.,USA,"2D, 3D, DB2",6,34,1023059.34,5919,0.1044,46,1222223,7044,22398365.65,129807,2021,38
9,6,Jedině Tereza,"CinemArt, a.s.",CZE,2D,2,113,949795.94,5919,-0.3474,180,1976382.88,13175,3159439.82,21552,2021,38
10,10,Deníček moderního fotra,"CinemArt, a.s.",CZE,"2D, MP4",6,56,683459,4346,0.2247,78,763148,5188,17257945.2,111407,2021,38
11,12,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, BR, MP4",9,53,376143,2984,0.1434,67,395962,3332,23337826.4,166915,2021,38
12,14,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",9,42,343397,2501,0.861,33,191442,1284,13853111.46,92844,2021,38
13,11,Cesta domů,BONTONFILM A.S.,CZE,"2D, MP4",2,83,304244,1932,-0.2552,142,584394,3846,943040,7065,2021,38
14,,Zelený rytíř,Forum Film Czech s.r.o.,USA,2D,1,61,204601,1289,,,,,265436,1714,2021,38
15,25,Expedice: Džungle,FALCON a.s.,USA,2D,8,12,148605,854,2.3872,14,46372,276,10895764.54,65552,2021,38
16,29,Marťanské lodě,FALCON a.s.,CZE,2D,1,84,142875,1001,3.3112,3,33140,901,196533,2124,2021,38
17,,100% vlk,BONTONFILM A.S.,AUS,2D,-1,17,107438,681,,,,,107438,681,2021,38
18,13,Matky,BONTONFILM A.S.,CZE,"2D, MP4",13,24,87394,796,-0.5334,44,275133,2824,41634103.38,284831,2021,38
19,18,Ainbo: Hrdinka pralesa,Bohemia Motion Pictures a.s.,PER,2D,4,29,87175,644,0.2735,27,72715,491,1424924,9635,2021,38
20,22,Luca,FALCON a.s.,USA,2D,14,8,73957,508,0.2798,11,85697,835,10109415.12,67865,2021,38
1,2,Shang-Chi a legenda o deseti prstenech,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",2,80,4066779.16,23123,-0.2798,141,7532311.52,44489,11599090.68,67612,2021,37
2,1,Zátopek,FALCON a.s.,CZE,"2D, DB2",3,125,3922874.02,24516,-0.3621,178,8959449.22,57112,36481854.12,234023,2021,37
3,3,After: Tajemství ,BONTONFILM A.S.,USA,2D,2,68,2393439,14999,-0.5676,139,7185632.64,46656,9848597.64,63597,2021,37
4,4,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",7,115,1890103,12527,-0.4171,196,4695642,32178,79418701.25,504890,2021,37
5,5,Mimi šéf: Rodinný podnik,"CinemArt, a.s.",USA,"2D, 3D",2,123,1655342,11210,-0.1427,151,2235145.47,15133,5442290.47,36530,2021,37
6,151,Jedině Tereza,"CinemArt, a.s.",CZE,2D,1,171,1455373.94,9552,,25,233261,2458,1688634.94,12010,2021,37
7,,Zhoubné zlo ,Vertical Entertainment s.r.o.,USA,2D,1,86,1214461,7253,,18,51365,304,1265826,7557,2021,37
8,6,Tlapková patrola ve filmu,"CinemArt, a.s.",USA,2D,4,92,1148737,7635,-0.2117,86,1672117,10891,17955083,119797,2021,37
9,7,Free Guy,FALCON a.s.,USA,"2D, 3D",5,37,926330,5306,-0.1489,48,1456066,8551,21079413.31,122150,2021,37
10,8,Deníček moderního fotra,"CinemArt, a.s.",CZE,"2D, MP4",5,56,558060,3826,-0.3346,100,1170150.2,7427,16369398.2,105699,2021,37
11,102,Cesta domů,BONTONFILM A.S.,CZE,"2D, MP4",1,116,408485,2613,183.8348,5,3322,769,462887,3900,2021,37
12,9,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, BR, MP4",8,54,328954,2576,-0.2344,79,527461,4129,22894675.4,163175,2021,37
13,19,Matky,BONTONFILM A.S.,CZE,"2D, MP4",12,22,187276,1893,1.2937,32,153641,1575,41458852.38,283104,2021,37
14,12,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",8,32,184516,1235,-0.1039,32,223040,1490,13502788.46,90294,2021,37
15,24,Králíček Petr bere do zaječích,FALCON a.s.,USA,2D,6,24,78831,640,0.4698,26,64760,473,7004106,47795,2021,37
16,11,Candyman,Forum Film Czech s.r.o.,USA,2D,3,15,74785,409,-0.6813,34,309996,1752,1571901,9421,2021,37
17,15,Sebevražedný oddíl,Vertical Entertainment s.r.o.,USA,2D,6,11,69425,369,-0.4785,18,191339,1038,10005801.8,56861,2021,37
18,18,Ainbo: Hrdinka pralesa,Bohemia Motion Pictures a.s.,PER,2D,3,24,68451,456,-0.188,31,93040,596,1333485,8956,2021,37
19,13,Temný dům,FALCON a.s.,USA,2D,4,12,67377,360,-0.639,18,247014,1364,2591470.94,15359,2021,37
20,,Rodinu si nevybereš,Bohemia Motion Pictures a.s.,FRA,2D,1,27,60848,340,,,,,60848,340,2021,37
1,1,Zátopek,FALCON a.s.,CZE,"2D, DB2",2,154,6149466.48,38895,-0.6397,224,23498860.88,149807,29698276.36,191008,2021,36
2,,Shang-Chi a legenda o deseti prstenech,FALCON a.s.,USA,"2D, 3D, IM3, 4D3, DB2",1,127,5646619.11,33278,,,,,5646619.11,33278,2021,36
3,,After: Tajemství ,BONTONFILM A.S.,USA,2D,1,127,5534994.76,36021,,15,269526,1942,5804520.76,37963,2021,36
4,2,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",6,159,3242373,22199,-0.4374,191,8209088.56,50606,74894724.25,471248,2021,36
5,6,Mimi šéf: Rodinný podnik,"CinemArt, a.s.",USA,"2D, 3D",1,149,1930791.47,13163,0.2674,42,1551803,10187,3482594.47,23350,2021,36
6,3,Tlapková patrola ve filmu,"CinemArt, a.s.",USA,2D,3,86,1457089,9544,-0.6672,104,6429332,41958,16526316,110358,2021,36
7,4,Free Guy,FALCON a.s.,USA,"2D, 3D",4,45,1088365,6334,-0.7018,57,5279313.35,30810,19620440.51,114472,2021,36
8,5,Deníček moderního fotra,"CinemArt, a.s.",CZE,"2D, MP4",4,77,838579.2,5272,-0.6294,97,3216755,19878,15461257.2,99592,2021,36
9,7,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, BR, MP4",7,57,429667,3228,-0.5958,95,1664835,11828,22106741.4,152805,2021,36
10,44,Atlas ptáků,"CinemArt, a.s.",CZE,2D,1,107,253136,1791,12.3482,7,34945,886,288081,2677,2021,36
11,10,Candyman,Forum Film Czech s.r.o.,USA,2D,2,30,234611,1312,-0.7097,92,1141552,7004,1419401,8555,2021,36
12,9,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",7,32,205910,1381,-0.7697,48,1443937,9550,13257361.46,88443,2021,36
13,12,Temný dům,FALCON a.s.,USA,2D,3,18,186622,1020,-0.694,41,834153,4937,2480640.94,14765,2021,36
14,15,Sebevražedný oddíl,Vertical Entertainment s.r.o.,USA,2D,5,15,133109,713,-0.7377,31,693706,3947,9782330.6,56105,2021,36
15,13,Expedice: Džungle,FALCON a.s.,USA,"2D, 3D",6,15,94001,550,-0.8241,28,721817,4397,10612274.54,64324,2021,36
16,11,Ainbo: Hrdinka pralesa,Bohemia Motion Pictures a.s.,PER,2D,2,31,84295,541,-0.8864,78,1169394,7885,1253689,8426,2021,36
17,18,Matky,BONTONFILM A.S.,CZE,"2D, MP4",11,16,81646,731,-0.6608,55,362121,2860,40011551.38,267993,2021,36
18,8,Dračí země,"BIOSCOP /AQS, a. s./",MAU,2D,2,38,68257,451,-0.9278,111,1423880,9747,1492137,10198,2021,36
19,22,Bábovky,"CinemArt, a.s.",CZE,"2D, MP4",50,12,66125,597,-0.3062,31,115660,809,26436029.65,182652,2021,36
20,17,Black Widow,FALCON a.s.,USA,2D,9,5,64845,385,-0.7817,17,417066,2452,39209901.94,231044,2021,36
1,41,Zátopek,FALCON a.s.,CZE,"2D, DB2",1,214,17065514.59,108560,864.3034,5,49949,2306,17115463.59,110866,2021,35
2,1,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",5,141,5762637.76,34698,-0.0717,177,10444707.02,65538,69205900.45,433141,2021,35
3,2,Tlapková patrola ve filmu,"CinemArt, a.s.",USA,2D,2,93,4377834,28510,-0.223,176,8296537,56705,13017729,87366,2021,35
4,3,Free Guy,FALCON a.s.,USA,"2D, 3D, IM3, 4D2, 4D3, DB2",3,48,3649095.31,20928,-0.0726,64,6270537.07,36221,16901857.47,98256,2021,35
5,4,Deníček moderního fotra,"CinemArt, a.s.",CZE,2D,3,71,2262420,13651,-0.1966,130,4628842,28868,13668343,88093,2021,35
6,,Mimi šéf: Rodinný podnik,"CinemArt, a.s.",USA,"2D, 3D",-1,39,1523313,9827,,,,,1523313,9827,2021,35
7,6,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, BR, MP4",6,72,1062829,7414,-0.0474,99,1850430,12938,21075068.4,145163,2021,35
8,,Dračí země,"BIOSCOP /AQS, a. s./",MAU,2D,1,104,944081,6509,,,,,944081,6509,2021,35
9,8,Croodsovi: Nový věk,"CinemArt, a.s.",USA,2D,6,38,893854,5831,0.1294,57,1373712,8950,12501368.46,83343,2021,35
10,,Candyman,Forum Film Czech s.r.o.,USA,2D,1,82,808061,4934,,13,43238,239,851299,5173,2021,35
11,,Ainbo: Hrdinka pralesa,Bohemia Motion Pictures a.s.,PER,2D,1,73,741470,5011,,,,,741470,5011,2021,35
12,7,Temný dům,FALCON a.s.,USA,2D,2,38,609805,3559,-0.3261,78,1450951.94,8755,2069670.94,12367,2021,35
13,12,Expedice: Džungle,FALCON a.s.,USA,"2D, 3D",5,23,534244,3216,0.1312,39,750211.8,4735,10330700.54,62593,2021,35
14,5,Večírek,FALCON a.s.,CZE,2D,2,73,533679,3208,-0.6785,194,2345388.8,15268,2889158.8,18553,2021,35
15,9,Sebevražedný oddíl,Vertical Entertainment s.r.o.,USA,2D,4,26,507442,2833,-0.3222,54,1145971.8,6426,9462957.6,54278,2021,35
16,10,Králíček Petr bere do zaječích,FALCON a.s.,USA,2D,4,38,467897,3243,-0.3202,64,1182228,7987,6596808,45143,2021,35
17,14,Black Widow,FALCON a.s.,USA,"2D, 3D",8,14,296955,1725,-0.1942,24,658796,3825,39024945.94,229932,2021,35
18,11,Matky,BONTONFILM A.S.,CZE,"2D, MP4",10,37,240689,1756,-0.6106,83,886939,8286,39808473.38,266158,2021,35
19,15,Shoky & Morthy: Poslední velká akce,FALCON a.s.,CZE,"2D, MP4",4,19,232543.2,1434,-0.1913,35,512452,3368,4424305.6,28319,2021,35
20,13,Reminiscence,Vertical Entertainment s.r.o.,USA,"2D, IM2",2,23,164690,859,-0.5992,91,603487,3529,791078,4527,2021,35
1,1,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",4,145,6207276.02,39097,0.0277,169,11411898.42,71196,59205831.69,372002,2021,34
2,12,Tlapková patrola ve filmu,"CinemArt, a.s.",USA,2D,1,170,5634265,39198,15.4093,31,343358,2151,5977623,41349,2021,34
3,2,Free Guy,FALCON a.s.,USA,"2D, 3D, IM3, 4D2, 4D3, DB2",2,56,3934567.13,22271,-0.0199,121,6982225.09,40728,10916792.22,63378,2021,34
4,3,Deníček moderního fotra,"CinemArt, a.s.",CZE,2D,2,102,2815854,17270,-0.2751,209,6426532,42449,9592935,62844,2021,34
5,,Večírek,FALCON a.s.,CZE,2D,1,181,1659854.8,10870,,1,5021,30,1669945.8,10947,2021,34
6,4,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, MP4",5,76,1115690,7775,-0.189,129,2297847,17703,19277499.4,132586,2021,34
7,,Temný dům,FALCON a.s.,USA,2D,1,64,904806.94,5368,,1,8914,53,913720.94,5421,2021,34
8,7,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",5,49,791435,5083,-0.1465,91,1673705,11345,11025237.46,73645,2021,34
9,5,Sebevražedný oddíl,Vertical Entertainment s.r.o.,USA,"2D, DB2",3,44,748561,4128,-0.4301,71,2153611,12525,8558104.8,49147,2021,34
10,8,Králíček Petr bere do zaječích,FALCON a.s.,USA,2D,3,58,688248,4671,-0.1352,105,1523763,10384,5634931,38584,2021,34
11,6,Matky,BONTONFILM A.S.,CZE,"2D, MP4",9,62,617952,5856,-0.3463,102,1288800,11727,39298797.38,261972,2021,34
12,9,Expedice: Džungle,FALCON a.s.,USA,2D,4,32,472256.8,2934,-0.3211,45,1239700,7760,9518501.54,57576,2021,34
13,,Reminiscence,Vertical Entertainment s.r.o.,USA,"2D, IM2",1,81,410845,2368,,17,22901,139,433746,2507,2021,34
14,11,Black Widow,FALCON a.s.,USA,"2D, 3D",7,18,368501,2045,-0.2675,39,859523,5056,38437695.94,226427,2021,34
15,10,Shoky & Morthy: Poslední velká akce,FALCON a.s.,CZE,"2D, MP4",3,24,287547,1853,-0.5522,69,1128409,7069,3966857.4,25370,2021,34
16,15,Bábovky,"CinemArt, a.s.",CZE,"2D, MP4",48,36,266630,2858,0.6448,29,201394,1838,26203709.65,180743,2021,34
17,172,Spící město,BONTONFILM A.S.,CZE,"2D, MP4",1,49,160070,1049,409.4358,4,1208,309,164168,1381,2021,34
18,13,Luca,FALCON a.s.,USA,"2D, 3D",10,15,142129,934,-0.2763,32,340419,2346,9659264.12,64284,2021,34
19,24,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",53,16,95175,683,0.6076,17,76270,769,40342525.86,271770,2021,34
20,28,Princezna zakletá v čase,Bohemia Motion Pictures a.s.,CZE,"2D, MP4",49,14,79300,1221,1.0125,15,58502,1174,9495466,76781,2021,34
1,1,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",3,126,6039551.62,37290,-0.4439,184,16955734.46,103738,47626208.87,298999,2021,33
2,,Free Guy,FALCON a.s.,USA,"2D, 3D, IM3, 4D2, 4D3, DB2",1,106,4014326.94,23270,,2,0,379,4014326.94,23649,2021,33
3,30,Deníček moderního fotra,"CinemArt, a.s.",CZE,2D,1,195,3884228,25884,81.3697,21,305474,2827,4234777,29009,2021,33
4,4,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, BR, MP4",4,109,1375544,11349,-0.34,144,3327246,23724,17239506.4,118457,2021,33
5,2,Sebevražedný oddíl,Vertical Entertainment s.r.o.,USA,"2D, DB2",2,60,1313275,7501,-0.6414,145,5196137.8,30010,6969207.8,39995,2021,33
6,8,Matky,BONTONFILM A.S.,CZE,"2D, MP4",8,84,945253,9205,-0.3261,126,2024353,15985,38337298.38,253594,2021,33
7,7,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",4,86,927273,6544,-0.4,80,2106785.46,13807,9487370.46,63761,2021,33
8,3,Králíček Petr bere do zaječích,FALCON a.s.,USA,2D,2,97,795768,5516,-0.6839,159,3366342,23143,4218688,29045,2021,33
9,5,Expedice: Džungle,FALCON a.s.,USA,"2D, 3D",3,41,695606,4255,-0.6412,80,2694968.63,16665,8502150.74,51137,2021,33
10,6,Shoky & Morthy: Poslední velká akce,FALCON a.s.,CZE,2D,2,59,642084,4003,-0.606,134,2443533.4,15333,3192985.4,20451,2021,33
11,9,Black Widow,FALCON a.s.,USA,"2D, 3D",6,35,503033,2915,-0.5463,62,1739109.03,10714,37712704.94,222241,2021,33
12,,Tlapková patrola ve filmu,"CinemArt, a.s.",USA,2D,-1,31,343358,2151,,,,,343358,2151,2021,33
13,10,Luca,FALCON a.s.,USA,2D,9,29,196375,1369,-0.5358,30,583844,3848,9373091.12,62373,2021,33
14,11,Čas,"CinemArt, a.s.",USA,2D,4,14,179617,956,-0.4684,34,512170,2898,2812075.94,16641,2021,33
15,14,Bábovky,"CinemArt, a.s.",CZE,MP4,47,23,162100,1565,-0.3715,41,326152,3107,25897785.65,177612,2021,33
16,,Muž se zaječíma ušima,"BIOSCOP /AQS, a. s./",SVK,2D,1,66,116682,805,,,,,116682,805,2021,33
17,12,Rozhněvaný muž,Vertical Entertainment s.r.o.,USA,2D,4,15,110351,583,-0.6668,37,463529,2783,2799790.34,16610,2021,33
18,,Respect,Forum Film Czech s.r.o.,USA,2D,1,39,102482,614,,2,0,139,102482,753,2021,33
19,13,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,2D,8,7,96530,574,-0.637,15,401099,2367,12428020.79,73778,2021,33
20,15,Space Jam: Nový začátek,Vertical Entertainment s.r.o.,USA,2D,5,22,93875,590,-0.5219,27,316361,1986,3458092,22158,2021,33
1,1,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",2,152,10859292.46,65461,-0.2858,248,23828068.79,151384,35490215.25,223432,2021,32
2,,Sebevražedný oddíl,Vertical Entertainment s.r.o.,USA,"2D, IM2, 4D2, DB2",1,129,3662030.92,21050,,38,459795,2484,4121825.92,23534,2021,32
3,28,Králíček Petr bere do zaječích,FALCON a.s.,USA,"2D, 4D2",1,152,2517098,17365,43.4889,13,56578,386,2573676,17751,2021,32
4,3,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,"DVD, 2D, BR, MP4",3,114,2083944,14165,-0.2006,133,4307884,28171,14620660.4,97549,2021,32
5,2,Expedice: Džungle,FALCON a.s.,USA,"2D, 3D, DB2",2,68,1938325.63,11862,-0.4508,139,5111576.11,30217,7049901.74,42079,2021,32
6,30,Shoky & Morthy: Poslední velká akce,FALCON a.s.,CZE,2D,1,115,1629285,10156,32.6552,14,48411,557,1736653,11271,2021,32
7,4,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",3,72,1545201.46,10071,-0.1925,119,3047173,20522,7998513.46,53481,2021,32
8,6,Matky,BONTONFILM A.S.,CZE,"2D, MP4",7,102,1402542,11586,0.2839,99,2081939,13988,36770234.38,239990,2021,32
9,5,Black Widow,FALCON a.s.,USA,"2D, 3D, DB2",5,49,1108721.09,6811,-0.3213,60,2672789.31,15836,36579284,215423,2021,32
10,10,Luca,FALCON a.s.,USA,2D,8,26,422962,2771,-0.0404,37,705964,4793,9015834.12,59927,2021,32
11,9,Čas,"CinemArt, a.s.",USA,2D,3,28,337866,1882,-0.2505,43,723663.94,4160,2458154.94,14669,2021,32
12,7,Rozhněvaný muž,Vertical Entertainment s.r.o.,USA,2D,3,31,331178,2019,-0.3797,51,799744,4784,2557088.34,15263,2021,32
13,13,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,2D,7,15,265922,1564,-0.0672,17,465447,2638,12196313.79,72401,2021,32
14,8,Bábovky,"CinemArt, a.s.",CZE,"2D, MP4",46,33,257907,2282,-0.4683,52,536015,6688,25667440.65,175222,2021,32
15,11,Space Jam: Nový začátek,Vertical Entertainment s.r.o.,USA,2D,4,23,196323,1204,-0.4955,42,582434,3695,3244179,20786,2021,32
16,12,Rychle a zběsile 9,"CinemArt, a.s.",USA,2D,8,9,162485,971,-0.5218,27,563713,3415,25972991.89,154787,2021,32
17,14,Raya a drak,FALCON a.s.,USA,2D,4,32,144617,992,-0.419,57,345095,2426,2953044.25,20062,2021,32
18,,Jan Werich: Když už člověk jednou je…,FALCON a.s.,CZE,2D,1,47,126043,1000,,1,8400,70,134443,1070,2021,32
19,22,VYŠEHRAD: Seryjál,"BIOSCOP /AQS, a. s./",CZE,"2D, MP4",5,21,122507,1116,0.3963,31,154394,1327,2687963,16775,2021,32
20,20,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",51,17,80840,902,-0.1373,27,190177,2391,40145313.86,270032,2021,32
1,18,"Prvok, Šampón, Tečka a Karel",BONTONFILM A.S.,CZE,"2D, MP4",1,232,15203570.47,96819,87.7887,17,377989,2551,16006424.47,103406,2021,31
2,,Expedice: Džungle,FALCON a.s.,USA,"2D, 3D, IM3, 4D2, 4D3, DB2",1,132,3529250.18,20833,,,,,3529250.18,20833,2021,31
3,1,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,2D,2,110,2606791,16943,-0.5347,210,8216512.4,55103,10835623.4,72156,2021,31
4,3,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D",2,110,1913525,12862,-0.1446,148,3406139,22781,5319664,35750,2021,31
5,2,Black Widow,FALCON a.s.,USA,"2D, 3D, DB2",4,45,1633366.9,9504,-0.4072,86,4387814.32,25782,34431140.5,202280,2021,31
6,4,Matky,BONTONFILM A.S.,CZE,"2D, MP4",6,67,1092356,7145,-0.3953,103,3183335.2,20066,34378109.38,221561,2021,31
7,6,Rozhněvaný muž,Vertical Entertainment s.r.o.,USA,2D,2,49,533865.8,3267,-0.388,122,1378042.34,8197,1960032.14,11727,2021,31
8,8,Bábovky,"CinemArt, a.s.",CZE,"2D, MP4",45,47,484995,6321,0.0089,71,510178,4763,25358513.65,172573,2021,31
9,5,Čas,"CinemArt, a.s.",USA,2D,2,37,450780.94,2551,-0.4882,107,1396625,8627,1847405.94,11178,2021,31
10,11,Luca,FALCON a.s.,USA,"2D, 3D",7,32,440751,3000,0.1101,39,635683,4241,8327659.12,55363,2021,31
11,9,Space Jam: Nový začátek,Vertical Entertainment s.r.o.,USA,2D,3,36,389088,2418,-0.1792,58,768785,4852,2854510,18305,2021,31
12,7,Rychle a zběsile 9,"CinemArt, a.s.",USA,2D,7,21,339752,2029,-0.3089,30,789015,5070,25586545.89,152430,2021,31
13,12,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,2D,6,17,285063,1596,-0.2421,30,593268,3491,11750007.79,69795,2021,31
14,13,Raya a drak,FALCON a.s.,USA,2D,3,53,248908,1749,-0.2714,72,546580.94,3624,2712240.25,18393,2021,31
15,,Voyagers - Vesmírná mise,"BIOSCOP /AQS, a. s./",USA,2D,1,56,243191,1505,,,,,243191,1505,2021,31
16,,Slečna bestie,"CinemArt, a.s.",USA,2D,1,68,176484,1071,,,,,176484,1142,2021,31
17,10,Úniková hra: Turnaj šampiónů,FALCON a.s.,USA,2D,3,22,164653,966,-0.599,42,683371,4144,2482847.68,15250,2021,31
18,24,Chlast,"FILM EUROPE, s.r.o.",DNK,"2D, MP4",43,13,116854,1037,0.4945,18,148211,1313,2340452.29,17130,2021,31
19,23,Chlupáčci,"BIOSCOP /AQS, a. s./",USA,2D,5,21,110474,796,0.2095,18,138773,914,2799941.63,18434,2021,31
20,21,Šarlatán,"CinemArt, a.s.",CZE,"DVD, 2D, MP4",50,20,93700,1551,-0.1503,23,128831,1376,39967996.86,268290,2021,31
1,50,"Gump - Pes, který naučil lidi žít","BIOSCOP /AQS, a. s./",CZE,2D,1,200,5601843.4,37802,453.695,1,12320,110,5614163.4,37912,2021,30
2,1,Black Widow,FALCON a.s.,USA,"2D, 3D, 4D3, DB2",3,66,2755279.38,15987,-0.5606,116,9184920.03,53408,31165238.66,182981,2021,30
3,,Croodsovi: Nový věk,"CinemArt, a.s.",USA,"2D, 3D, 4D3",1,138,2236869,15185,,,,,2236869,15292,2021,30
4,2,Matky,BONTONFILM A.S.,CZE,"2D, MP4",5,73,1806198.2,11335,-0.4033,121,4904006.7,30471,31908616.38,205685,2021,30
5,,Čas,"CinemArt, a.s.",USA,2D,1,90,880687,5411,,,,,880687,5411,2021,30
6,,Rozhněvaný muž,Vertical Entertainment s.r.o.,USA,2D,1,109,872297.34,5156,,17,48124,263,920421.34,5419,2021,30
7,7,Rychle a zběsile 9,"CinemArt, a.s.",USA,2D,6,22,491587,3247,-0.5132,44,1487729.46,8828,24949365.89,148578,2021,30
8,10,Bábovky,"CinemArt, a.s.",CZE,"2D, MP4",44,61,480710,4471,-0.1743,97,636118,6689,24844050.65,165960,2021,30
9,4,Space Jam: Nový začátek,Vertical Entertainment s.r.o.,USA,2D,2,49,474031,2960,-0.5841,108,1693107,11008,2170668,13995,2021,30
10,5,Úniková hra: Turnaj šampiónů,FALCON a.s.,USA,2D,2,39,410587,2468,-0.6364,103,1634823.68,10140,2045410.68,12608,2021,30
11,9,Luca,FALCON a.s.,USA,"2D, 3D",6,36,397011,2618,-0.4087,42,999180,6433,7648236.12,50740,2021,30
12,8,V zajetí démonů 3: Na Ďáblův příkaz,Vertical Entertainment s.r.o.,USA,2D,5,27,376121,2178,-0.5292,42,1226011,7202,11247797.79,66886,2021,30
